id,0,1
0.0,170732.04697130993,34705.920076527334
1.0,343390.59748020576,128973.23855815222
2.0,552782.558384859,310259.3777167812
3.0,1.0770118672473324E7,5970571.039199353
4.0,3246646.002063919,1510317.6725435462
5.0,1.855582023455476E7,1.1709416116477843E7
6.0,6.929391735298564E7,2.3111103057082E7
7.0,3.5967477203932315E7,5387598.624485837
8.0,3.2082123663370587E7,2.3696583223528363E7
9.0,4.954806311123571E7,4.401160221846628E7
10.0,5001850.141038273,1895014.5978294825
11.0,127768.61785221474,2496.1599971098053
12.0,2.895914076533649E7,2.340162381718004E7
13.0,7.885871147012883E7,1.6468269225772522E7
14.0,6.422570300421758E7,7811695.388010079
15.0,2.509547256379541E7,1.892324940674347E7
16.0,4.171070377093967E7,4.3367692320710525E7
17.0,3.0681954789378177E7,3.0996419664835334E7
18.0,3168330.891054429,1551534.0571982288
19.0,165571.920664679,372658.52973764355
20.0,3.1075979448240075E7,3.781177148895151E7
21.0,6.338988277194035E7,3.198997012996102E7
22.0,6.0536184943477705E7,2.436333744995208E7
23.0,2.1740622664904915E7,2.236686621318681E7
24.0,3.537410927677782E7,5.3368697772422895E7
25.0,3.1292499503889516E7,3.467898151207812E7
26.0,4653915.4346158495,310143.097373364
27.0,2371671.0641617416,6512998.481925127
28.0,2.1157558519671332E7,4.451806698569686E7
29.0,4.5057756407375164E7,5.2212212061136544E7
30.0,5.559947008934468E7,2.9555316805776812E7
31.0,1.5033991295137098E7,2.1469562428731263E7
32.0,1.7758752045517523E7,5.976286487068037E7
33.0,3.562677955591346E7,6.003621216995098E7
34.0,7216497.6240741,2166523.8467040104
35.0,4633714.321851933,1.3296306188118191E7
36.0,3.3417047787493184E7,6.082543393011098E7
37.0,3.933701058094567E7,5.311390336058161E7
38.0,1.3905244229210488E7,3.818972177242975E7
39.0,1.9481989226710707E7,5.837041240533768E7
40.0,3.4496023788314655E7,7.151738363459498E7
41.0,2.293966148017818E7,1.2651248265506871E7
42.0,9468260.65034862,26851.041526794434
43.0,4016184.6446031523,6826403.542887547
44.0,2.5664182314829636E7,5.885045627719225E7
45.0,3.911901787816415E7,5.587049551552218E7
46.0,2.582068700044011E7,3.4879952437263966E7
47.0,1.779652407437131E7,3.828712579395772E7
48.0,2.4612485760837715E7,4.6571694750937864E7
49.0,3.731118570695776E7,4174469.716572305
50.0,5582392.003752736,13151.78685910094
51.0,5153637.447178269,1.026057094238495E7
52.0,3.118437711275127E7,1.8126565541069306E7
53.0,3.9691501550739065E7,2.992273694570135E7
54.0,2.8989752255011074E7,5.406714711947257E7
55.0,2.6043434395038333E7,7.480391876717246E7
56.0,2.4699786035497043E7,4.456353132934554E7
57.0,1.4041522041898133E7,1.997742312715089E7
58.0,2.9916568984340042E7,1728620.2610705837
59.0,2.9959561259600237E7,64249.862092291136
60.0,307713.7048501708,
61.0,5851129.762088867,1742570.1703040616
62.0,5.021322425692801E7,4.5638056370381474E7
63.0,6.85973972001221E7,3.0179804154425792E7
64.0,4.094213189226075E7,3.710504736758959E7
65.0,3.606353869676957E7,4.399507597881294E7
66.0,2.7850743888351034E7,6.198534279131365E7
67.0,2.9119768416440103E7,5.337354309758125E7
68.0,2.529332333079733E7,4.254465779432658E7
69.0,1.4078934822037378E7,1.4345056553289736E7
70.0,2.923247837975569E7,395893.7711993648
71.0,921300.1170591167,87547.29470268698
72.0,6.202492499158953E7,2.0696622603827626E7
73.0,6.1459227333967045E7,4.0339415411534615E7
74.0,5.535904591266302E7,3.443751676603042E7
75.0,4.564249031365489E7,3.509896150203189E7
76.0,3.681974003778536E7,6.16197143022365E7
77.0,3.9377919733755305E7,5.365795235221722E7
78.0,3.965264868514943E7,1.947076993323423E7
79.0,1.4792978534137817E7,2573781.387709434
80.0,8070553.869901175,12100.202308654785
81.0,67417.72334277579,159841.68574697434
82.0,491162.4392976047,526128.2491988234
83.0,47461.53923378737,6563.647675936831
84.0,1.6340523633924624E7,687911.8981585926
85.0,5.433071867165931E7,1.2207780543665789E7
86.0,5.423615348552878E7,2.335509109858287E7
87.0,6.371799951187192E7,4.494066151108267E7
88.0,4.876912735666215E7,6.153899181489862E7
89.0,3.156583137090948E7,5.920561636193861E7
90.0,3.740138204527047E7,5.811807304825994E7
91.0,4.7762052960646376E7,6.53286549922415E7
92.0,6.017289014700879E7,4.68966513448204E7
93.0,6.33854894062237E7,5613229.864050871
94.0,2.4495074291251637E7,224012.6323139265
95.0,849725.2199894926,580.608772277832
96.0,,
97.0,,
98.0,,
99.0,,
100.0,,
101.0,,
102.0,1.1483670649537958E7,1.332119379202456E7
103.0,2.914139887845827E7,1.5825186300976615E7
104.0,3.986272726968246E7,1.0791632458506595E7
105.0,1.5617417148608886E7,2655927.0014028507
106.0,3812333.3173044487,2625772.25501679
107.0,2921885.7869723574,63029.3371676277
108.0,4.174453116804817E7,8615579.669417374
109.0,8.439218016218565E7,1.2481618777640995E7
110.0,7.75245920637652E7,2.7315737080486454E7
111.0,5.840708947744745E7,4.68551878570725E7
112.0,3.870013654404526E7,6.706375006413419E7
113.0,3.682317503375729E7,6.679223941483258E7
114.0,3.733154860316188E7,7.228444948050903E7
115.0,3.88676262285164E7,5.914797229532337E7
116.0,4.522036609617666E7,6.278264281742314E7
117.0,4.205347930126471E7,1.978189521134712E7
118.0,7371103.076518663,385694.8149497238
119.0,,
120.0,,
121.0,,
122.0,,
123.0,,
124.0,7748802.77875435,6669312.029841075
125.0,4400485.022302454,5884081.318663265
126.0,2.784173950002038E7,1.259998420327809E7
127.0,5.2811081753941834E7,6177753.370808171
128.0,5.5659009824088134E7,7786931.276190061
129.0,2.338371220566803E7,2.0617904846906733E7
130.0,5096629.035195382,1.148965987062695E7
131.0,,
132.0,555534.2863536163,1949241.1383037183
133.0,1852162.0419250177,3015284.370050614
134.0,4153109.397843019,4100715.030915483
135.0,5699779.953992003,3171639.5875487537
136.0,3706370.444526924,1621402.3967639075
137.0,124858.6665300561,109884.78764588632
138.0,4454038.787001515,1189825.2578009502
139.0,1.0163360381083988E7,4518865.059266386
140.0,5.8736636866222374E7,5577852.160645339
141.0,4.384767914357855E7,1.4753318872712312E7
142.0,5.542413083624813E7,3.059780386244321E7
143.0,7.205675777517681E7,2.5277797147324108E7
144.0,7.058373236186105E7,3.0711899984699793E7
145.0,4.646080417463464E7,5.347328383874844E7
146.0,4.4866540692396566E7,4.9567607547923945E7
147.0,2.991278696915824E7,4.510327569300163E7
148.0,2.788049568330621E7,5.331968012943533E7
149.0,3.201897719353953E7,7.296959858358543E7
150.0,4.005057014011708E7,5.37522489617784E7
151.0,4497244.952524789,2675978.5302409143
152.0,,
153.0,,
154.0,,
155.0,,
156.0,,
157.0,,
158.0,256413.54943677117,408601.3588338817
159.0,4729157.343137862,6210487.571282261
160.0,1.3931033956058277E7,1.0865749155800441E7
161.0,4.565125835449481E7,1.597838879194532E7
162.0,2.2928593527147196E7,1.4758919633705487E7
163.0,6756798.296846395,1.3871452341336178E7
164.0,1352.9821853637695,13711.157082561418
165.0,2591265.5834749113,6296359.086943857
166.0,6541863.311546176,1.6692545246812774E7
167.0,1.868013567082898E7,1.644808330096033E7
168.0,5.173382403372599E7,3.190993372726506E7
169.0,5.356611540310302E7,2.395679981125413E7
170.0,2.94581537072429E7,1.6056801966128983E7
171.0,2.3112505180966567E7,1.2111164824255943E7
172.0,5.561703726418167E7,2.68414089212213E7
173.0,4.155210340947996E7,3.137600790400212E7
174.0,4.7551777588684194E7,3.321892383510142E7
175.0,6.1974035576027445E7,3.582422539750213E7
176.0,6.2975182020333074E7,3.920878987752115E7
177.0,5.096445079098724E7,4.459722056682428E7
178.0,4.216075459608011E7,6.243635491104448E7
179.0,3.2665077298072472E7,4.716700194240251E7
180.0,1.769916595976346E7,4.124574762660792E7
181.0,2.790363397831714E7,5.13705627554265E7
182.0,2.7475517492597155E7,6.60019119256056E7
183.0,3.347306880817186E7,6.64846677172558E7
184.0,1.2200364502084842E7,2936986.661417644
185.0,4858865.2753848815,966.3138656616211
186.0,,
187.0,,
188.0,,
189.0,,
190.0,,
191.0,,
192.0,1039669.0071390788,1724383.6378242045
193.0,1.950503207353022E7,4158428.1842285753
194.0,2.848679477423118E7,9946555.318017356
195.0,4.197887710628988E7,1.9294796944253195E7
196.0,2.497573154181097E7,2.4166265939988077E7
197.0,3819035.2099382286,4744540.529486473
198.0,2773.797590936399,1379.702435063381
199.0,5989.605224609375,347344.423298645
200.0,920835.5547173894,5551679.551019467
201.0,1593563.7253222896,5682047.535382339
202.0,3.6910887191451E7,3.242853635870878E7
203.0,5.844880176999204E7,3.779356093216833E7
204.0,2.6967835857878055E7,3.1560410359560173E7
205.0,4.2619742249546796E7,3.7891054412509345E7
206.0,3.975651401927562E7,4.1885199414459094E7
207.0,3.133306699102859E7,3.532899677893263E7
208.0,2.956268665302994E7,3.3512110235919967E7
209.0,4.027427017349014E7,4.705892369026629E7
210.0,3.5392677981820144E7,5.317733305212043E7
211.0,5.1995118313542314E7,4.371908312888734E7
212.0,5.4015312498198904E7,3.465334838851412E7
213.0,3.531146626100059E7,5.876025743126691E7
214.0,3.459821944169901E7,6.047927062896838E7
215.0,2.548864061916889E7,5.262827266176671E7
216.0,3.495750004060305E7,3.610199238879463E7
217.0,4.343081267232771E7,5.0279965107392415E7
218.0,3.785077509641716E7,4.6465993332697615E7
219.0,2.8870772353348993E7,2.0272519798557572E7
220.0,1.636486201672262E7,1449.192985534668
221.0,,
222.0,,
223.0,,
224.0,,
225.0,,
226.0,,
227.0,123829.5946430281,182733.57913842294
228.0,1978780.5811511774,2317723.0138550717
229.0,4.832773592641458E7,1.6957132136263773E7
230.0,4.479693448651112E7,1.252338573354008E7
231.0,1.1180098743816033E7,8451560.321375228
232.0,197401.75600038416,166045.3477740718
233.0,,
234.0,,
235.0,22867.540951268813,45745.68411111271
236.0,6766271.283463035,1.7233061908651136E7
237.0,2381247.206406304,6652044.647331872
238.0,1.8783075981904514E7,3.1655488522496037E7
239.0,1.1912580727458077E7,2.1654433361759633E7
240.0,2.8519617072017364E7,3.449467546845506E7
241.0,2.8912393669544414E7,3.382127081983476E7
242.0,4.089019983830543E7,4.680471542518033E7
243.0,4.970181941542746E7,2.7255042279366422E7
244.0,3.2035324502044886E7,3.533526098748234E7
245.0,3.30701486595031E7,4.4330109556280285E7
246.0,4.235538221898423E7,4.7843317679407686E7
247.0,5.479267266357986E7,4.9969390994663306E7
248.0,6.2778923082183525E7,4.25180217375126E7
249.0,5.409228472355475E7,5.207183929003429E7
250.0,3.253179801247592E7,5.94995846895943E7
251.0,3.2779960803688686E7,4.97414791360388E7
252.0,3.995225129932375E7,4.133788121915583E7
253.0,4.013643980634225E7,3.3507546128964122E7
